year,democrat,republic,other,codecounty
2008,69543,61752,841,36087
2008,56645,52855,1755,36091
2008,38611,29758,1409,36093
2008,6009,8071,301,36095
2008,3933,4542,125,36097
2008,7422,7038,265,36099
2008,23706,16956,580,36089
2008,17148,24203,540,36101
2008,346379,306815,5833,36103
2008,16850,13900,403,36105
2008,10172,12536,382,36107
2008,29826,11927,732,36109
2008,52539,32527,1395,36111
2008,16281,15429,496,36113
2008,12741,12533,442,36115
2008,18184,22239,579,36117
2008,261810,147824,3213,36119
2008,6379,10998,281,36121
2008,4890,5269,105,36123
2008,28918,34859,576,37001
2008,5167,11790,297,37003
2008,2021,3124,118,37005
2008,6456,4207,70,37007
2008,4872,7916,281,37009
2008,2178,5681,84,37011
2008,9454,13460,96,37013
2008,6365,3376,22,37015
2008,7853,7532,95,37017
2008,21331,30753,524,37019
2008,69716,52494,1585,37021
2008,14901,22102,440,37023
2008,31546,45924,524,37025
2008,12081,22526,548,37027
2008,1597,3140,84,37029
2008,11130,23131,336,37031
2008,5545,5208,109,37033
2008,25656,42993,802,37035
2008,17862,14668,350,37037
2008,3785,8643,158,37039
2008,3688,3773,51,37041
2008,1734,3707,102,37043
2008,17363,26078,394,37045
2008,11076,12994,212,37047
2008,19352,24901,345,37049
2008,74693,52151,731,37051
2008,3737,7234,131,37053
2008,8074,9745,229,37055
2008,22433,45419,729,37057
2008,6178,13981,209,37059
2008,8958,10834,112,37061
2008,103456,32353,1088,37063
2008,17403,8445,82,37065
2008,91085,73674,1374,37067
2008,13085,13273,281,37069
2008,31384,52507,511,37071
2008,2830,2547,43,37073
2008,1265,2824,82,37075
2008,13074,11447,204,37077
2008,3796,4272,35,37079
2008,142101,97718,1952,37081
2008,16047,8961,83,37083
2008,16785,23579,341,37085
2008,12730,14910,427,37087
2008,20082,30930,602,37089
2008,7513,3089,48,37091
2008,9227,6293,107,37093
2008,1241,1212,16,37095
2008,27318,45148,696,37097
2008,8766,7854,246,37099
2008,26795,43622,600,37101
2008,2378,2817,32,37103
2008,10784,12775,229,37105
2008,13378,13401,118,37107
2008,11713,23631,454,37109
2008,6620,10317,301,37113
2008,5026,5192,161,37115
2008,6539,5957,45,37117
2008,6571,11534,281,37111
2008,253958,153848,3011,37119
2008,2238,5499,109,37121
2008,4926,6155,129,37123
2008,17624,27314,390,37125
2008,23099,23728,291,37127
2008,49145,50544,976,37129
2008,6903,3671,44,37131
2008,19499,30278,426,37133
2008,53806,20266,838,37135
2008,2838,3823,51,37137
2008,10272,7778,130,37139
2008,9907,13618,224,37141
2008,2772,3678,51,37143
2008,8446,10030,156,37145
2008,40501,33927,456,37147
2008,4396,5990,176,37149
2008,16414,40998,735,37151
2008,9713,9424,190,37153
2008,23058,17433,343,37155
2008,17255,23899,458,37157
2008,23391,37451,718,37159
2008,9641,18769,310,37161
2008,11836,14038,164,37163
2008,8151,6005,61,37165
2008,8878,19329,299,37167
2008,6875,14488,380,37169
2008,10475,18730,320,37171
2008,2806,2900,92,37173
2008,7275,9401,233,37175
2008,933,960,17,37177
2008,31189,54123,777,37179
2008,13166,7606,99,37181
2008,250891,187001,4353,37183
2008,7086,3063,46,37185
2008,3748,2670,36,37187
2008,14558,13344,470,37189
2008,22671,26952,259,37191
2008,8934,20288,502,37193
2008,19652,17375,164,37195
2008,4527,12409,211,37197
2008,4486,5045,186,37199
2008,435,788,48,38001
2008,2741,2826,127,38003
2008,1569,773,32,38005
2008,114,375,10,38007
2008,1387,2059,70,38009
2008,478,1107,55,38011
2008,286,640,17,38013
2008,15600,25443,729,38015
2008,37622,32566,1231,38017
2008,930,1128,72,38019
2008,1044,1525,51,38021
2008,464,630,37,38023
2008,527,1080,37,38025
2008,583,548,34,38027
2008,546,1230,61,38029
2008,687,914,50,38031
2008,210,642,23,38033
2008,16104,14520,529,38035
2008,280,587,462,38037
2008,598,682,34,38039
2008,406,893,49,38041
2008,422,752,54,38043
2008,868,1310,63,38045
2008,299,726,32,38047
2008,981,1374,61,38049
2008,579,916,37,38051
2008,933,1740,42,38053
2008,1867,2767,102,38055
2008,1476,2789,132,38057
2008,5079,7869,316,38059
2008,1477,1406,55,38061
2008,907,800,45,38063
2008,332,682,26,38065
2008,1494,1722,91,38067
2008,792,1301,46,38069
2008,2314,2361,87,38071
2008,1371,998,64,38073
2008,505,799,42,38075
2008,3513,3900,150,38077
2008,3403,1045,86,38079
2008,1115,778,34,38081
2008,229,555,19,38083
2008,1145,215,18,38085
2008,106,297,8,38087
2008,3802,7024,244,38089
2008,614,404,14,38091
2008,4056,5499,229,38093
2008,621,536,40,38095
2008,2136,1845,60,38097
2008,2325,2415,142,38099
2008,10144,15061,416,38101
2008,841,1468,68,38103
2008,2921,6291,161,38105
2008,4170,6914,304,39001
2008,19521,29941,801,39003
2008,9300,15158,710,39005
2008,25027,18949,898,39007
2008,20722,9742,634,39009
2008,6727,16395,364,39011
2008,16302,15422,687,39013
2008,7503,12192,418,39015
2008,66030,105340,2406,39017
2008,6423,7097,433,39019
2008,7385,11141,361,39021
2008,31958,33634,1178,39023
2008,31611,62559,1310,39025
2008,6558,12410,338,39027
2008,21882,25585,1013,39029
2008,7689,8675,499,39031
2008,8288,12316,569,39033
2008,458204,199864,7046,39035
2008,7964,17290,539,39037
2008,8399,10407,391,39039
2008,36653,54778,985,39041
2008,23148,17432,649,39043
2008,29250,41580,1116,39045
2008,4401,7102,191,39047
2008,334684,218478,7129,39049
2008,9900,11689,384,39051
2008,4777,8247,294,39053
2008,21250,29096,756,39055
2008,33540,48936,1113,39057
2008,7625,9197,503,39059
2008,224644,195107,4331,39061
2008,13870,22420,691,39063
2008,5013,7749,352,39065
2008,3683,3872,232,39067
2008,6320,8239,281,39069
2008,6857,11908,423,39071
2008,6231,6326,338,39073
2008,3141,7720,252,39075
2008,12076,12884,622,39077
2008,5397,8219,377,39079
2008,17635,17559,745,39081
2008,11014,16640,577,39083
2008,60155,59142,2038,39085
2008,11262,15415,517,39087
2008,33896,46886,1501,39089
2008,7936,13848,433,39091
2008,85276,59068,2515,39093
2008,142852,73706,3272,39095
2008,6532,10603,316,39097
2008,79173,45319,2540,39099
2008,12870,15454,693,39101
2008,40924,48189,1338,39103
2008,4094,6015,245,39105
2008,5853,15100,318,39107
2008,18372,33417,1018,39109
2008,3705,3066,211,39111
2008,145997,128679,3835,39113
2008,2966,3440,202,39115
2008,6177,10067,399,39117
2008,17730,20549,792,39119
2008,2474,3450,248,39121
2008,12049,10618,402,39123
2008,4165,5317,287,39125
2008,7261,7721,422,39127
2008,9077,14228,421,39129
2008,6033,6162,311,39131
2008,41856,34822,1527,39133
2008,6999,13562,441,39135
2008,5281,13072,327,39137
2008,25727,34034,1361,39139
2008,14455,16759,626,39141
2008,15601,14190,582,39143
2008,14926,16994,651,39145
2008,13087,13823,539,39147
2008,7317,15924,427,39149
2008,96990,86743,3812,39151
2008,155105,110499,3455,39153
2008,64145,40164,2579,39155
2008,21498,20454,998,39157
2008,8761,15744,423,39159
2008,5178,9168,306,39161
2008,2463,3021,162,39163
2008,33398,71691,1127,39165
2008,12368,17019,545,39167
2008,21712,29342,1088,39169
2008,8174,9880,343,39171
2008,34285,29648,1090,39173
2008,4461,6270,246,39175
2008,2052,4638,0,40001
2008,411,2023,0,40003
2008,1370,3511,0,40005
2008,265,2199,0,40007
2008,1625,5772,0,40009
2008,1011,3101,0,40011
2008,4426,9307,0,40013
2008,3404,6413,0,40015
2008,11426,36428,0,40017
2008,5603,13241,0,40019
2008,7194,9186,0,40021
2008,1860,3730,0,40023
2008,152,1119,0,40025
2008,39681,64749,0,40027
2008,600,1672,0,40029
2008,14120,20127,0,40031
2008,690,1793,0,40033
2008,2073,3858,0,40035
2008,8318,20187,0,40037
2008,2660,7842,0,40039
2008,5085,10277,0,40041
2008,346,1857,0,40043
2008,282,1627,0,40045
2008,5545,17067,0,40047
2008,3028,7710,0,40049
2008,5520,15195,0,40051
2008,514,1836,0,40053
2008,566,1548,0,40055
2008,333,757,0,40057
2008,221,1342,0,40059
2008,1474,3207,0,40061
2008,1709,3134,0,40063
2008,2264,6719,0,40065
2008,805,1652,0,40067
2008,1249,2708,0,40069
2008,5463,13230,0,40071
2008,1009,5372,0,40073
2008,1226,2537,0,40075
2008,1313,2860,0,40077
2008,5136,11605,0,40079
2008,3504,10470,0,40081
2008,5717,12556,0,40083
2008,1257,2589,0,40085
2008,515,2956,0,40093
2008,1643,3730,0,40095
2008,5749,10234,0,40097
2008,3551,11193,0,40087
2008,2794,7745,0,40089
2008,3320,4903,0,40091
2008,1592,3746,0,40099
2008,11294,15289,0,40101
2008,1174,3881,0,40103
2008,1411,3031,0,40105
2008,1480,2643,0,40107
2008,116182,163172,0,40109
2008,6191,8727,0,40111
2008,7498,12160,0,40113
2008,4268,6905,0,40115
2008,2063,4533,0,40117
2008,10601,18435,0,40119
2008,5457,11752,0,40121
2008,4512,9750,0,40123
2008,7910,17753,0,40125
2008,1265,3208,0,40127
2008,287,1502,0,40129
2008,10772,27743,0,40131
2008,2977,5600,0,40133
2008,4454,9466,0,40135
2008,4538,14394,0,40137
2008,923,5336,0,40139
2008,1042,2195,0,40141
2008,96133,158363,0,40143
2008,8810,21441,0,40145
2008,6308,16457,0,40147
2008,1052,3724,0,40149
2008,873,3043,0,40151
2008,1350,6404,0,40153
2008,2805,5650,322,41001
2008,29901,15264,1313,41003
2008,103476,83595,4807,41005
2008,10701,7192,655,41007
2008,13390,10413,965,41009
2008,14401,15354,1196,41011
2008,3632,6371,349,41013
2008,5230,6646,456,41015
2008,38819,39064,1899,41017
2008,20298,30919,1720,41019
2008,430,648,32,41021
2008,1006,2785,118,41023
2008,950,2595,138,41025
2008,6302,3265,263,41027
2008,49090,49043,2914,41029
2008,3682,4402,234,41031
2008,17412,22973,1664,41033
2008,9370,19113,916,41035
2008,957,2638,93,41037
2008,114037,63835,5038,41039
2008,14258,8791,840,41041
2008,22163,28071,1748,41043
2008,2949,7157,327,41045
2008,61816,59059,3688,41047
2008,1410,2509,139,41049
2008,279696,75171,9843,41051
2008,17536,17714,957,41053
2008,385,634,28,41055
2008,7072,5757,468,41057
2008,9484,15254,785,41059
2008,4613,7581,400,41061
2008,1492,2836,137,41063
2008,5906,5103,371,41065
2008,141544,89185,5903,41067
2008,281,498,33,41069
2008,20797,21390,1339,41071
2008,17633,26349,507,42001
2008,373153,272347,5880,42003
2008,11138,18542,392,42005
2008,40499,42895,1069,42007
2008,6059,16124,258,42009
2008,97047,80513,2336,42011
2008,19813,32708,560,42013
2008,10306,15057,419,42015
2008,179031,150248,3644,42017
2008,32260,57074,1021,42019
2008,32451,31995,1176,42021
2008,879,1323,109,42023
2008,13464,12957,498,42025
2008,41950,32992,795,42027
2008,137833,114421,2051,42029
2008,6756,10737,272,42031
2008,14555,18662,557,42033
2008,7097,7504,192,42035
2008,13230,14477,334,42037
2008,16780,20750,544,42039
2008,48306,63739,1253,42041
2008,69975,58238,1313,42043
2008,169030,109322,2730,42045
2008,7290,6676,292,42047
2008,75775,50351,1516,42049
2008,25866,26081,607,42051
2008,1038,1366,40,42053
2008,21169,41906,560,42055
2008,1576,4642,88,42057
2008,7829,7889,243,42059
2008,6621,11745,280,42061
2008,17065,19727,507,42063
2008,6447,12057,297,42065
2008,3068,6484,159,42067
2008,67520,39488,858,42069
2008,99586,126568,1943,42071
2008,19711,21851,522,42073
2008,23310,34314,628,42075
2008,87089,63382,1993,42077
2008,72492,61127,1544,42079
2008,18381,30280,574,42081
2008,6465,9224,258,42083
2008,26411,26565,820,42085
2008,5375,10929,197,42087
2008,39453,28293,639,42089
2008,253393,165552,3466,42091
2008,3364,4574,85,42093
2008,75255,58551,1775,42095
2008,14329,19018,569,42097
2008,6396,13058,279,42099
2008,595980,117221,3954,42101
2008,11493,12518,286,42103
2008,2300,5109,98,42105
2008,28300,33767,987,42107
2008,5382,9900,197,42109
2008,12878,21686,603,42111
2008,1233,1841,46,42113
2008,8381,10633,269,42115
2008,6390,11326,249,42117
2008,7333,9859,208,42119
2008,9238,13718,332,42121
2008,8537,9685,272,42123
2008,46122,50752,1128,42125
2008,9892,12702,239,42127
2008,72721,102294,1770,42129
2008,5985,6983,161,42131
2008,82839,109268,2076,42133
2008,16162,9260,483,44001
2008,48406,33780,1888,44003
2008,25479,15717,801,44005
2008,167442,81010,5178,44007
2008,39082,25624,1454,44009
2008,4593,6264,144,45001
2008,26101,42849,820,45003
2008,3029,947,48,45005
2008,24132,48690,965,45007
2008,4426,2309,79,45009
2008,4931,4769,98,45011
2008,30396,37821,653,45013
2008,27755,36205,821,45015
2008,3970,3695,73,45017
2008,82698,69822,1914,45019
2008,7215,13305,246,45021
2008,7478,6318,185,45023
2008,7842,8325,192,45025
2008,8673,6758,121,45027
2008,8616,8525,180,45029
2008,14505,14544,285,45031
2008,7408,5874,135,45033
2008,21806,29929,670,45035
2008,5075,6334,111,45037
2008,7591,3912,116,45039
2008,28012,29861,500,45041
2008,14199,15790,301,45043
2008,70886,116363,3408,45045
2008,12348,16995,324,45047
2008,5816,3439,95,45049
2008,38879,64609,1310,45051
2008,5389,3365,100,45053
2008,11226,16466,293,45055
2008,12139,16441,341,45057
2008,10578,15334,370,45059
2008,5960,3074,119,45061
2008,33303,74960,1249,45063
2008,9608,5416,150,45067
2008,6794,3996,86,45069
2008,2755,2437,40,45065
2008,6708,9616,200,45071
2008,9481,21164,487,45073
2008,27263,12115,376,45075
2008,11691,32552,885,45077
2008,105656,57941,1440,45079
2008,3323,5191,89,45081
2008,41632,65042,1654,45083
2008,25431,18581,346,45085
2008,5935,7449,167,45087
2008,11279,5004,160,45089
2008,37918,54500,1278,45091
2008,655,794,19,46003
2008,3493,4054,83,46005
2008,557,614,18,46007
2008,1367,1712,37,46009
2008,7207,6431,151,46011
2008,9041,8067,145,46013
2008,965,1407,34,46015
2008,454,156,2,46017
2008,1306,2821,78,46019
2008,243,591,10,46021
2008,1807,2109,21,46023
2008,830,1065,25,46025
2008,3808,2296,55,46027
2008,5595,6374,107,46029
2008,837,535,18,46031
2008,1475,2909,66,46033
2008,3554,4731,80,46035
2008,1785,1372,21,46037
2008,1054,1088,36,46039
2008,1328,659,18,46041
2008,424,1293,18,46043
2008,819,1213,21,46045
2008,1338,2348,69,46047
2008,426,739,9,46049
2008,1786,1951,37,46051
2008,771,1423,24,46053
2008,187,939,15,46055
2008,1043,1661,33,46057
2008,718,1247,16,46059
2008,961,1426,27,46061
2008,135,575,12,46063
2008,3037,5298,51,46065
2008,1242,2285,34,46067
2008,226,547,3,46069
2008,435,668,15,46071
2008,542,546,4,46073
2008,147,463,8,46075
2008,1277,1435,27,46077
2008,3033,2993,50,46079
2008,4932,6787,157,46081
2008,8642,11803,156,46083
2008,710,894,19,46085
2008,1261,900,16,46091
2008,1219,1646,40,46087
2008,441,915,8,46089
2008,3751,7515,199,46093
2008,373,445,11,46095
2008,605,577,16,46097
2008,39838,39251,709,46099
2008,1663,1508,32,46101
2008,2971,331,12,46113
2008,17802,27603,382,46103
2008,499,1102,55,46105
2008,482,937,15,46107
2008,2672,1781,31,46109
2008,500,669,12,46111
2008,1550,1660,29,46115
2008,510,1017,13,46117
2008,233,581,9,46119
2008,2208,571,28,46121
2008,914,1859,36,46123
2008,1681,2538,47,46125
2008,3244,4310,66,46127
2008,923,1668,29,46129
2008,4838,5039,90,46135
2008,554,312,16,46137
2008,11396,19675,499,47001
2008,5027,10217,263,47003
2008,2645,3696,138,47005
2008,1517,3166,101,47007
2008,15253,35571,821,47009
2008,9357,28333,501,47011
2008,3867,8535,226,47013
2008,2011,3322,124,47015
2008,3980,7455,211,47017
2008,5587,15852,330,47019
2008,5498,10702,228,47021
2008,1797,4587,75,47023
2008,3078,7175,167,47025
2008,1248,1676,70,47027
2008,3340,8945,196,47029
2008,7132,13250,408,47031
2008,1967,3994,76,47033
2008,7889,17436,387,47035
2008,158423,102915,3148,47037
2008,2832,4085,148,47041
2008,1566,3101,96,47039
2008,7506,11677,336,47043
2008,4411,9859,180,47045
2008,6892,12173,189,47047
2008,1831,4789,119,47049
2008,6613,10539,280,47051
2008,7406,13516,331,47053
2008,4614,6902,173,47055
2008,2066,5297,140,47057
2008,7110,17151,409,47059
2008,1971,2563,98,47061
2008,6807,15508,354,47063
2008,64246,81702,1572,47065
2008,604,1588,49,47067
2008,5919,5225,93,47069
2008,2794,7077,164,47071
2008,5930,14756,354,47073
2008,4893,3165,63,47075
2008,3021,7669,144,47077
2008,5153,8182,210,47079
2008,3563,4784,151,47081
2008,1678,1608,68,47083
2008,3600,3818,162,47085
2008,2224,2185,92,47087
2008,5178,13092,262,47089
2008,1837,4621,133,47091
2008,70215,113015,2856,47093
2008,1024,1175,39,47095
2008,4322,4933,83,47097
2008,5161,10566,293,47099
2008,1804,2951,79,47101
2008,3695,9231,204,47103
2008,6058,15815,311,47105
2008,2060,5145,155,47111
2008,20209,23290,347,47113
2008,4506,6746,185,47115
2008,4320,6755,214,47117
2008,13058,20288,421,47119
2008,5541,12989,259,47107
2008,3131,7135,156,47109
2008,1372,2797,68,47121
2008,5053,11484,240,47123
2008,25716,30175,627,47125
2008,881,2010,61,47127
2008,1969,4717,136,47129
2008,4308,8873,211,47131
2008,3419,4497,176,47133
2008,1329,1596,75,47135
2008,854,1786,31,47137
2008,2124,4267,110,47139
2008,9739,17101,476,47141
2008,2907,8042,157,47143
2008,7224,15658,394,47145
2008,9318,17903,393,47147
2008,40460,59892,1385,47149
2008,1720,4931,132,47151
2008,1717,3610,110,47153
2008,8604,24922,415,47155
2008,256297,145458,2800,47157
2008,2992,4563,186,47159
2008,2470,2956,81,47161
2008,18354,44808,835,47163
2008,21487,44949,792,47165
2008,7931,17165,220,47167
2008,1475,1688,76,47169
2008,2107,5011,105,47171
2008,1829,4467,103,47173
2008,849,1294,63,47175
2008,5515,8562,323,47177
2008,15941,32341,700,47179
2008,1355,4076,96,47181
2008,4596,8855,239,47183
2008,3372,6103,172,47185
2008,27886,64858,902,47187
2008,15886,34595,678,47189
2008,4630,11884,141,48001
2008,790,3816,23,48003
2008,9379,19569,205,48005
2008,3006,6693,79,48007
2008,740,3595,30,48009
2008,128,856,6,48011
2008,4415,5462,61,48013
2008,2821,8786,114,48015
2008,682,1618,16,48017
2008,2250,6935,112,48019
2008,11687,13817,414,48021
2008,366,1262,15,48023
2008,3645,4471,41,48025
2008,40413,49242,679,48027
2008,275527,246275,3913,48029
2008,1467,3418,54,48031
2008,40,316,5,48033
2008,1797,5762,87,48035
2008,10815,24162,209,48037
2008,36480,67515,945,48039
2008,20502,37465,706,48041
2008,1970,1855,75,48043
2008,205,617,8,48045
2008,1747,556,6,48047
2008,2822,12052,141,48049
2008,2053,4547,65,48051
2008,4608,12059,226,48053
2008,5403,6107,138,48055
2008,2729,4106,44,48057
2008,1063,4589,64,48059
2008,48480,26671,506,48061
2008,1734,2798,35,48063
2008,406,2548,26,48065
2008,3490,8279,77,48067
2008,719,1562,10,48069
2008,3188,9988,116,48071
2008,4610,11695,112,48073
2008,497,1782,17,48075
2008,1085,4213,41,48077
2008,284,758,15,48079
2008,299,1252,18,48081
2008,643,3011,48,48083
2008,109047,184897,2639,48085
2008,234,943,18,48087
2008,2508,5795,50,48089
2008,12384,35233,541,48091
2008,1334,3813,70,48093
2008,257,807,13,48095
2008,3051,11871,110,48097
2008,6619,11550,163,48099
2008,187,509,9,48101
2008,319,1119,16,48103
2008,512,1026,7,48105
2008,684,1221,9,48107
2008,492,257,10,48109
2008,302,1269,18,48111
2008,422989,310000,5474,48113
2008,1152,2906,38,48115
2008,1247,3466,31,48117
2008,589,1580,18,48119
2008,91160,149935,2168,48121
2008,1716,4888,22,48123
2008,234,730,8,48125
2008,2692,874,21,48127
2008,291,1374,25,48129
2008,3298,1076,35,48131
2008,1271,5165,73,48133
2008,9123,26199,284,48135
2008,346,673,16,48137
2008,122021,61783,1429,48141
2008,15333,38078,442,48139
2008,3128,10768,123,48143
2008,2225,3328,46,48145
2008,3464,8092,138,48147
2008,3014,7582,118,48149
2008,687,1083,14,48151
2008,730,1784,7,48153
2008,198,327,13,48155
2008,98368,103206,1248,48157
2008,1036,3392,63,48159
2008,2034,5205,49,48161
2008,2405,1644,13,48163
2008,650,3385,32,48165
2008,41805,62258,941,48167
2008,375,1356,19,48169
2008,2576,9563,199,48171
2008,52,502,3,48173
2008,1329,2298,28,48175
2008,2167,4076,44,48177
2008,1153,6924,56,48179
2008,13900,31136,441,48181
2008,13166,29203,241,48183
2008,2704,5562,56,48185
2008,16156,30869,436,48187
2008,2708,7171,64,48189
2008,324,930,10,48191
2008,863,2876,39,48193
2008,240,1847,15,48195
2008,373,1199,23,48197
2008,3939,16603,160,48199
2008,590982,571883,8607,48201
2008,8887,17103,168,48203
2008,250,1711,24,48205
2008,699,1388,29,48207
2008,28431,29638,983,48209
2008,216,1345,9,48211
2008,7913,20857,223,48213
2008,90261,39668,855,48215
2008,3811,9264,113,48217
2008,1797,5795,53,48219
2008,5087,17299,210,48221
2008,3530,9299,90,48223
2008,2656,5872,96,48225
2008,2545,7029,115,48227
2008,430,458,10,48229
2008,8594,20573,357,48231
2008,1322,7361,78,48233
2008,164,644,9,48235
2008,470,2528,25,48237
2008,1301,3723,33,48239
2008,3658,9022,96,48241
2008,468,749,19,48243
2008,44888,42905,503,48245
2008,1336,472,7,48247
2008,6706,4841,65,48249
2008,12912,36685,453,48251
2008,1528,4203,77,48253
2008,1760,2736,31,48255
2008,11161,23735,249,48257
2008,3599,12971,176,48259
2008,108,94,0,48261
2008,99,342,7,48263
2008,5570,16752,234,48265
2008,342,1487,14,48267
2008,8,151,4,48269
2008,633,907,11,48271
2008,5256,4540,80,48273
2008,367,986,15,48275
2008,1052,714,10,48283
2008,5243,12952,167,48277
2008,1156,3344,25,48279
2008,1903,5651,80,48281
2008,1869,6293,61,48285
2008,2000,4312,65,48287
2008,1418,5566,57,48289
2008,5991,15448,187,48291
2008,2516,5079,57,48293
2008,155,1093,8,48295
2008,1048,3095,33,48297
2008,2250,7281,98,48299
2008,12,67,0,48301
2008,30486,66304,744,48303
2008,627,1473,16,48305
2008,1146,2891,37,48313
2008,1644,2567,41,48315
2008,314,1389,12,48317
2008,546,1544,31,48319
2008,4440,7835,98,48321
2008,8554,2316,69,48323
2008,728,2263,19,48307
2008,29998,49044,632,48309
2008,132,400,5,48311
2008,5147,10480,110,48325
2008,295,712,11,48327
2008,9691,36155,370,48329
2008,3044,5217,96,48331
2008,398,1753,26,48333
2008,586,1815,30,48335
2008,1597,6245,108,48337
2008,36703,119884,1260,48339
2008,1123,4282,32,48341
2008,2055,3158,35,48343
2008,67,522,5,48345
2008,8393,14828,170,48347
2008,5400,10810,111,48349
2008,1751,3446,63,48351
2008,1521,3485,57,48353
2008,47912,52391,927,48355
2008,243,2851,15,48357
2008,102,813,5,48359
2008,7646,21509,251,48361
2008,2499,7264,127,48363
2008,2586,7582,48,48365
2008,10502,36974,475,48367
2008,719,2969,25,48369
2008,1476,2480,54,48371
2008,6230,13731,188,48373
2008,8939,20761,313,48375
2008,1252,489,16,48377
2008,1048,3146,42,48379
2008,9468,41948,416,48381
2008,197,795,2,48383
2008,375,1238,15,48385
2008,1539,3461,52,48387
2008,1606,1445,26,48389
2008,1382,1855,24,48391
2008,41,477,0,48393
2008,2675,3980,55,48395
2008,8492,23300,274,48397
2008,720,3118,29,48399
2008,4983,13646,93,48401
2008,1077,3749,48,48403
2008,1328,2342,45,48405
2008,2721,6151,86,48407
2008,8854,12404,138,48409
2008,487,1941,29,48411
2008,324,970,10,48413
2008,1088,4414,67,48415
2008,208,1284,13,48417
2008,2548,6630,42,48419
2008,127,884,9,48421
2008,23726,55187,648,48423
2008,799,2677,57,48425
2008,8274,1492,26,48427
2008,626,2869,31,48429
2008,97,520,2,48431
2008,206,524,5,48433
2008,381,1189,8,48435
2008,813,1683,39,48437
2008,274880,348420,5253,48439
2008,12690,34317,432,48441
2008,186,323,10,48443
2008,1379,2879,22,48445
2008,166,671,1,48447
2008,3145,6028,72,48449
2008,11158,27362,341,48451
2008,254017,136981,6716,48453
2008,1925,4095,57,48455
2008,2166,5644,100,48457
2008,3790,11222,152,48459
2008,288,898,11,48461
2008,4126,4590,50,48463
2008,6982,5752,86,48465
2008,4505,15734,156,48467
2008,9832,19878,221,48469
2008,7334,11623,189,48471
2008,7153,8265,90,48473
2008,899,2667,36,48475
2008,4034,10176,167,48477
2008,33452,13119,250,48479
2008,4937,9431,50,48481
2008,314,1918,13,48483
2008,13868,31731,383,48485
2008,1196,3283,30,48487
2008,3409,1456,38,48489
2008,67691,88323,2389,48491
2008,5362,10904,100,48493
2008,477,1529,26,48495
2008,4471,15973,195,48497
2008,4010,13658,116,48499
2008,450,1989,19,48501
2008,1303,5942,60,48503
2008,1939,919,8,48505
2008,3263,596,17,48507
2008,542,1902,65,49001
2008,3311,15228,519,49003
2008,10294,29127,1911,49005
2008,3468,4091,218,49007
2008,131,297,11,49009
2008,30477,77341,3084,49011
2008,911,4689,144,49013
2008,973,3358,117,49015
2008,405,1710,44,49017
2008,2067,1871,139,49019
2008,3258,12518,674,49021
2008,741,2683,192,49023
2008,856,2212,86,49025
2008,758,3653,328,49027
2008,689,3311,161,49029
2008,141,635,22,49031
2008,154,831,21,49033
2008,176988,176692,10069,49035
2008,2406,2638,86,49037
2008,1631,6664,476,49039
2008,1359,6394,254,49041
2008,9532,6956,321,49043
2008,5830,10998,509,49045
2008,1462,8441,248,49047
2008,29567,122224,5488,49049
2008,2892,5430,209,49051
2008,10826,37311,1392,49053
2008,335,940,39,49055
2008,25666,45885,1843,49057
2008,13202,5667,369,50001
2008,12524,6133,472,50003
2008,8900,5472,356,50005
2008,59611,22237,1592,50007
2008,1733,1284,84,50009
2008,13179,7853,428,50011
2008,2694,1490,85,50013
2008,8914,3515,239,50015
2008,9799,5047,333,50017
2008,7998,4482,291,50019
2008,19355,11584,678,50021
2008,22324,9129,747,50023
2008,17585,5997,499,50025
2008,21444,9084,637,50027
2008,7607,7833,183,51001
2008,29792,20576,616,51003
2008,50473,19181,710,51510
2008,3553,3715,101,51005
2008,2488,3970,71,51007
2008,6094,8470,136,51009
2008,2641,4903,86,51011
2008,78994,29876,1283,51013
2008,9825,23120,393,51015
2008,1043,1349,40,51017
2008,11017,24420,393,51019
2008,1208,1497,29,51515
2008,864,2031,64,51021
2008,5693,11471,242,51023
2008,2665,4579,115,51520
2008,4973,2877,64,51025
2008,4063,4541,130,51027
2008,3489,3428,77,51029
2008,1108,1282,33,51530
2008,8091,17444,279,51031
2008,7163,5617,139,51033
2008,4109,8187,283,51035
2008,2838,1288,27,51036
2008,2705,3372,80,51037
2008,15705,4078,261,51540
2008,53994,52625,902,51550
2008,74310,86413,1365,51041
2008,3457,3840,134,51043
2008,2562,6161,126,51570
2008,1304,1020,30,51580
2008,877,1695,49,51045
2008,8802,10711,228,51047
2008,2255,2418,51,51049
2008,12352,8361,177,51590
2008,3278,3324,151,51051
2008,6246,6526,120,51053
2008,1702,897,18,51595
2008,2934,2379,51,51057
2008,310359,200994,4901,51059
2008,6575,4691,132,51600
2008,4695,1970,85,51610
2008,14616,19227,376,51061
2008,2937,4441,138,51063
2008,6185,6420,130,51065
2008,9618,15414,369,51067
2008,2819,1576,32,51620
2008,12961,20149,502,51069
2008,6155,3413,109,51630
2008,1052,1317,33,51640
2008,3192,4462,141,51071
2008,6916,12089,217,51073
2008,4813,7643,106,51075
2008,2480,4540,200,51077
2008,3174,4980,106,51079
2008,3122,1729,36,51081
2008,8126,8600,124,51083
2008,46917,20476,550,51650
2008,18447,37344,457,51085
2008,8444,6048,183,51660
2008,86323,67381,1262,51087
2008,11118,13758,339,51089
2008,590,930,34,51091
